vdw,elec,bsa,desolv,fnat,dockq,caprieval_rank,Molecule name
93.746,1.363,1326.49,10.08,0.014,0.017,23,7kyo_H0-L0_rigid_capri_ss.tsv
81.326,1.024,1174.53,3.969,0.137,0.1,24,7kyo_H0-L0_rigid_capri_ss.tsv
183.447,-9.793,1283.37,6.019,0.082,0.055,25,7kyo_H0-L0_rigid_capri_ss.tsv
71.36,0.567,1336.05,12.202,0.041,0.025,26,7kyo_H0-L0_rigid_capri_ss.tsv
115.015,-3.452,1538.75,9.117,0.055,0.05,27,7kyo_H0-L0_rigid_capri_ss.tsv
76.017,0.656,1427.42,11.074,0.041,0.024,28,7kyo_H0-L0_rigid_capri_ss.tsv
147.169,-6.106,1279.55,-5.661,0.0,0.055,29,7kyo_H0-L0_rigid_capri_ss.tsv
98.521,3.577,1469.69,6.92,0.096,0.048,30,7kyo_H0-L0_rigid_capri_ss.tsv
86.966,-4.515,1411.64,1.926,0.014,0.027,31,7kyo_H0-L0_rigid_capri_ss.tsv
166.352,-6.039,1008.69,7.568,0.123,0.076,32,7kyo_H0-L0_rigid_capri_ss.tsv
276.684,-3.0,1483.78,1.922,0.178,0.13,33,7kyo_H0-L0_rigid_capri_ss.tsv
108.5,-0.462,1264.4,2.6,0.0,0.009,34,7kyo_H0-L0_rigid_capri_ss.tsv
251.591,-5.095,1174.82,1.499,0.137,0.072,35,7kyo_H0-L0_rigid_capri_ss.tsv
179.497,1.316,1368.83,4.763,0.123,0.19,36,7kyo_H0-L0_rigid_capri_ss.tsv
143.417,-3.487,1223.89,2.524,0.137,0.075,37,7kyo_H0-L0_rigid_capri_ss.tsv
86.784,1.422,1458.61,11.506,0.041,0.03,38,7kyo_H0-L0_rigid_capri_ss.tsv
65.281,1.749,1303.13,11.591,0.027,0.02,39,7kyo_H0-L0_rigid_capri_ss.tsv
141.264,-3.515,1414.98,9.423,0.041,0.035,40,7kyo_H0-L0_rigid_capri_ss.tsv
102.85,-4.983,1368.5,2.634,0.014,0.026,41,7kyo_H0-L0_rigid_capri_ss.tsv
108.826,4.015,1723.67,12.025,0.247,0.227,42,7kyo_H0-L0_rigid_capri_ss.tsv
213.663,1.117,1501.71,2.412,0.123,0.15,43,7kyo_H0-L0_rigid_capri_ss.tsv
207.021,-6.875,1429.35,7.241,0.096,0.065,44,7kyo_H0-L0_rigid_capri_ss.tsv
184.953,-6.196,1499.05,8.169,0.178,0.169,45,7kyo_H0-L0_rigid_capri_ss.tsv
181.388,-2.951,1303.42,2.422,0.137,0.074,46,7kyo_H0-L0_rigid_capri_ss.tsv
203.896,-6.572,1522.75,7.844,0.178,0.165,47,7kyo_H0-L0_rigid_capri_ss.tsv
107.928,-4.504,1295.27,9.172,0.11,0.071,48,7kyo_H0-L0_rigid_capri_ss.tsv
165.828,-4.713,1451.08,0.857,0.0,0.019,49,7kyo_H0-L0_rigid_capri_ss.tsv
181.399,-6.888,1502.47,9.14,0.178,0.169,50,7kyo_H0-L0_rigid_capri_ss.tsv
110.904,-4.502,1309.01,10.152,0.11,0.071,51,7kyo_H0-L0_rigid_capri_ss.tsv
112.01,-2.194,1351.83,13.234,0.0,0.011,52,7kyo_H0-L0_rigid_capri_ss.tsv
176.864,-0.978,1260.82,8.387,0.041,0.024,53,7kyo_H0-L0_rigid_capri_ss.tsv
127.34,-8.799,1487.92,12.639,0.0,0.03,54,7kyo_H0-L0_rigid_capri_ss.tsv
76.709,-4.642,1278.02,3.407,0.055,0.046,55,7kyo_H0-L0_rigid_capri_ss.tsv
83.632,-4.336,1298.55,10.358,0.11,0.07,56,7kyo_H0-L0_rigid_capri_ss.tsv
253.967,-6.549,1500.33,7.838,0.096,0.065,57,7kyo_H0-L0_rigid_capri_ss.tsv
94.865,-0.025,1410.39,2.919,0.068,0.045,58,7kyo_H0-L0_rigid_capri_ss.tsv
164.664,-0.869,1109.69,-2.636,0.0,0.015,59,7kyo_H0-L0_rigid_capri_ss.tsv
97.331,-4.93,1715.75,19.588,0.014,0.065,60,7kyo_H0-L0_rigid_capri_ss.tsv
115.812,-0.442,1336.6,2.346,0.014,0.016,61,7kyo_H0-L0_rigid_capri_ss.tsv
81.202,-0.018,1227.48,10.35,0.068,0.035,62,7kyo_H0-L0_rigid_capri_ss.tsv
80.591,-6.659,1463.98,11.061,0.068,0.052,63,7kyo_H0-L0_rigid_capri_ss.tsv
172.943,-5.046,1497.72,4.975,0.014,0.024,64,7kyo_H0-L0_rigid_capri_ss.tsv
74.351,-0.567,1192.32,6.686,0.068,0.058,65,7kyo_H0-L0_rigid_capri_ss.tsv
91.283,-4.478,1310.55,8.669,0.11,0.07,66,7kyo_H0-L0_rigid_capri_ss.tsv
96.403,-5.777,1484.7,-0.822,0.0,0.023,67,7kyo_H0-L0_rigid_capri_ss.tsv
83.775,-3.271,1542.36,9.028,0.0,0.032,68,7kyo_H0-L0_rigid_capri_ss.tsv
228.616,-8.811,1549.29,13.282,0.055,0.039,69,7kyo_H0-L0_rigid_capri_ss.tsv
108.223,-0.72,1288.87,1.422,0.096,0.061,70,7kyo_H0-L0_rigid_capri_ss.tsv
179.267,-7.924,1286.27,10.318,0.055,0.051,71,7kyo_H0-L0_rigid_capri_ss.tsv
89.59,-0.408,1301.98,13.951,0.0,0.024,72,7kyo_H0-L0_rigid_capri_ss.tsv
97.367,-4.521,1303.47,8.47,0.11,0.071,73,7kyo_H0-L0_rigid_capri_ss.tsv
151.046,1.038,1252.58,7.249,0.027,0.04,74,7kyo_H0-L0_rigid_capri_ss.tsv
159.789,-1.239,1359.66,10.904,0.164,0.085,75,7kyo_H0-L0_rigid_capri_ss.tsv
121.619,0.327,1174.52,0.789,0.014,0.028,76,7kyo_H0-L0_rigid_capri_ss.tsv
151.532,0.256,1484.65,3.359,0.0,0.029,77,7kyo_H0-L0_rigid_capri_ss.tsv
100.036,2.511,1367.33,6.961,0.014,0.014,78,7kyo_H0-L0_rigid_capri_ss.tsv
119.869,3.65,1131.0,5.637,0.041,0.025,79,7kyo_H0-L0_rigid_capri_ss.tsv
119.124,2.012,1265.7,0.549,0.027,0.02,80,7kyo_H0-L0_rigid_capri_ss.tsv
106.419,-12.727,1313.5,-0.489,0.014,0.019,81,7kyo_H0-L0_rigid_capri_ss.tsv
105.19,-4.533,1326.73,8.098,0.11,0.071,82,7kyo_H0-L0_rigid_capri_ss.tsv
120.408,1.442,1351.89,9.619,0.014,0.017,83,7kyo_H0-L0_rigid_capri_ss.tsv
122.905,3.581,1676.84,14.778,0.315,0.377,84,7kyo_H0-L0_rigid_capri_ss.tsv
139.341,-0.916,1365.26,4.952,0.041,0.102,85,7kyo_H0-L0_rigid_capri_ss.tsv
211.249,-6.843,1522.24,10.474,0.178,0.169,86,7kyo_H0-L0_rigid_capri_ss.tsv
117.875,-3.469,1550.68,8.546,0.041,0.045,87,7kyo_H0-L0_rigid_capri_ss.tsv
218.447,-10.056,1304.72,5.108,0.082,0.056,88,7kyo_H0-L0_rigid_capri_ss.tsv
79.056,1.603,1648.49,15.195,0.055,0.044,89,7kyo_H0-L0_rigid_capri_ss.tsv
140.211,-0.977,1335.44,10.867,0.164,0.086,90,7kyo_H0-L0_rigid_capri_ss.tsv
102.365,3.421,1235.99,-3.811,0.0,0.013,91,7kyo_H0-L0_rigid_capri_ss.tsv
174.39,-7.219,1458.9,7.239,0.096,0.065,92,7kyo_H0-L0_rigid_capri_ss.tsv
89.228,-6.829,1754.41,19.642,0.041,0.04,93,7kyo_H0-L0_rigid_capri_ss.tsv
133.9,-7.769,1389.35,8.384,0.164,0.123,94,7kyo_H0-L0_rigid_capri_ss.tsv
219.467,-2.391,1269.55,2.298,0.137,0.074,95,7kyo_H0-L0_rigid_capri_ss.tsv
46.214,-0.376,1515.03,10.589,0.0,0.052,96,7kyo_H0-L0_rigid_capri_ss.tsv
99.543,0.576,1395.29,12.854,0.041,0.025,97,7kyo_H0-L0_rigid_capri_ss.tsv
136.407,-6.648,1354.47,3.186,0.096,0.058,98,7kyo_H0-L0_rigid_capri_ss.tsv
136.642,1.384,1085.79,5.8,0.027,0.032,99,7kyo_H0-L0_rigid_capri_ss.tsv
110.954,1.92,1251.77,8.077,0.041,0.038,100,7kyo_H0-L0_rigid_capri_ss.tsv
260.113,-5.24,1222.38,3.2,0.137,0.072,101,7kyo_H0-L0_rigid_capri_ss.tsv
165.206,-3.604,1075.02,-2.822,0.014,0.019,102,7kyo_H0-L0_rigid_capri_ss.tsv
104.591,-4.55,1298.57,10.399,0.11,0.071,103,7kyo_H0-L0_rigid_capri_ss.tsv
119.309,-1.744,1296.21,14.16,0.11,0.064,104,7kyo_H0-L0_rigid_capri_ss.tsv
127.067,-1.088,1299.38,1.342,0.0,0.029,105,7kyo_H0-L0_rigid_capri_ss.tsv
121.166,-3.287,1529.15,7.79,0.041,0.045,106,7kyo_H0-L0_rigid_capri_ss.tsv
197.638,-9.828,1298.67,7.662,0.082,0.056,107,7kyo_H0-L0_rigid_capri_ss.tsv
176.435,-9.165,1278.79,9.493,0.082,0.057,108,7kyo_H0-L0_rigid_capri_ss.tsv
139.43,-6.496,1380.36,3.892,0.096,0.058,109,7kyo_H0-L0_rigid_capri_ss.tsv
100.084,6.185,1554.97,16.157,0.014,0.017,110,7kyo_H0-L0_rigid_capri_ss.tsv
101.66,-8.074,1348.21,8.135,0.11,0.087,111,7kyo_H0-L0_rigid_capri_ss.tsv
176.276,-4.468,1403.04,6.123,0.027,0.034,112,7kyo_H0-L0_rigid_capri_ss.tsv
275.779,-2.829,1450.99,1.841,0.068,0.082,113,7kyo_H0-L0_rigid_capri_ss.tsv
102.117,2.83,1335.15,5.821,0.027,0.033,114,7kyo_H0-L0_rigid_capri_ss.tsv
137.077,3.488,1503.24,6.83,0.096,0.048,115,7kyo_H0-L0_rigid_capri_ss.tsv
148.114,0.238,1531.19,5.187,0.041,0.026,116,7kyo_H0-L0_rigid_capri_ss.tsv
120.071,-0.581,1264.08,2.835,0.096,0.061,117,7kyo_H0-L0_rigid_capri_ss.tsv
178.252,-2.791,1248.1,3.977,0.137,0.075,118,7kyo_H0-L0_rigid_capri_ss.tsv
41.137,-4.066,1500.52,27.417,0.041,0.046,119,7kyo_H0-L0_rigid_capri_ss.tsv
214.754,-2.748,1281.48,3.415,0.137,0.074,120,7kyo_H0-L0_rigid_capri_ss.tsv
327.002,-6.647,1493.47,7.264,0.096,0.065,121,7kyo_H0-L0_rigid_capri_ss.tsv
82.07,1.428,1644.74,14.039,0.055,0.044,122,7kyo_H0-L0_rigid_capri_ss.tsv
192.228,-1.142,1190.24,6.624,0.041,0.024,123,7kyo_H0-L0_rigid_capri_ss.tsv
105.259,-4.864,1379.8,1.245,0.014,0.027,124,7kyo_H0-L0_rigid_capri_ss.tsv
139.685,-3.675,1529.3,7.752,0.041,0.046,125,7kyo_H0-L0_rigid_capri_ss.tsv
110.911,-4.571,1298.66,9.291,0.11,0.071,126,7kyo_H0-L0_rigid_capri_ss.tsv
110.533,1.092,1470.94,18.613,0.0,0.009,127,7kyo_H0-L0_rigid_capri_ss.tsv
192.835,1.809,1213.02,0.843,0.096,0.083,128,7kyo_H0-L0_rigid_capri_ss.tsv
124.377,3.492,1454.63,9.193,0.096,0.048,129,7kyo_H0-L0_rigid_capri_ss.tsv
164.722,-7.089,1264.0,9.342,0.055,0.051,130,7kyo_H0-L0_rigid_capri_ss.tsv
138.585,-1.385,1248.38,3.567,0.0,0.087,131,7kyo_H0-L0_rigid_capri_ss.tsv
308.656,3.862,1540.27,2.347,0.164,0.119,132,7kyo_H0-L0_rigid_capri_ss.tsv
161.036,-3.392,1585.84,7.689,0.055,0.05,133,7kyo_H0-L0_rigid_capri_ss.tsv
183.749,-0.051,1479.23,1.08,0.0,0.029,134,7kyo_H0-L0_rigid_capri_ss.tsv
131.149,1.28,1241.94,5.23,0.041,0.032,135,7kyo_H0-L0_rigid_capri_ss.tsv
76.834,-0.673,1245.63,18.98,0.068,0.067,136,7kyo_H0-L0_rigid_capri_ss.tsv
103.665,0.688,1389.22,12.457,0.041,0.025,137,7kyo_H0-L0_rigid_capri_ss.tsv
126.228,-6.372,1236.92,7.092,0.0,0.028,138,7kyo_H0-L0_rigid_capri_ss.tsv
126.602,0.441,1264.37,8.422,0.027,0.037,139,7kyo_H0-L0_rigid_capri_ss.tsv
119.187,-5.275,1447.65,14.57,0.027,0.02,140,7kyo_H0-L0_rigid_capri_ss.tsv
136.923,3.532,1189.51,15.676,0.096,0.053,141,7kyo_H0-L0_rigid_capri_ss.tsv
111.909,2.321,1243.13,7.104,0.041,0.038,142,7kyo_H0-L0_rigid_capri_ss.tsv
147.698,-4.154,1590.02,3.902,0.082,0.049,143,7kyo_H0-L0_rigid_capri_ss.tsv
123.948,2.416,1350.75,4.121,0.027,0.037,144,7kyo_H0-L0_rigid_capri_ss.tsv
130.946,1.064,1495.15,13.799,0.041,0.024,145,7kyo_H0-L0_rigid_capri_ss.tsv
207.664,-9.882,1314.93,12.743,0.082,0.065,146,7kyo_H0-L0_rigid_capri_ss.tsv
189.293,-12.018,1188.25,14.853,0.11,0.187,147,7kyo_H0-L0_rigid_capri_ss.tsv
203.526,-9.854,1354.42,12.825,0.068,0.061,148,7kyo_H0-L0_rigid_capri_ss.tsv
147.206,-3.963,1338.54,1.806,0.014,0.02,149,7kyo_H0-L0_rigid_capri_ss.tsv
121.877,-0.787,1178.51,1.077,0.096,0.058,150,7kyo_H0-L0_rigid_capri_ss.tsv
121.494,-0.036,1883.07,17.113,0.055,0.029,151,7kyo_H0-L0_rigid_capri_ss.tsv
97.667,0.165,1200.59,15.596,0.0,0.023,152,7kyo_H0-L0_rigid_capri_ss.tsv
97.44,-0.268,1195.38,22.247,0.041,0.058,153,7kyo_H0-L0_rigid_capri_ss.tsv
126.167,-4.563,1291.57,11.269,0.11,0.071,154,7kyo_H0-L0_rigid_capri_ss.tsv
111.528,-2.156,1230.74,3.421,0.068,0.055,155,7kyo_H0-L0_rigid_capri_ss.tsv
241.236,-1.839,1338.21,9.112,0.068,0.039,156,7kyo_H0-L0_rigid_capri_ss.tsv
114.493,-0.038,1008.03,2.125,0.014,0.015,157,7kyo_H0-L0_rigid_capri_ss.tsv
151.652,-0.838,1284.71,1.909,0.096,0.061,158,7kyo_H0-L0_rigid_capri_ss.tsv
105.508,0.468,1681.1,8.486,0.068,0.035,159,7kyo_H0-L0_rigid_capri_ss.tsv
110.058,-4.6,1308.01,8.902,0.11,0.07,160,7kyo_H0-L0_rigid_capri_ss.tsv
81.188,0.699,1415.72,11.469,0.137,0.08,161,7kyo_H0-L0_rigid_capri_ss.tsv
130.463,1.736,1287.29,8.506,0.041,0.034,162,7kyo_H0-L0_rigid_capri_ss.tsv
215.585,1.424,1695.2,15.367,0.096,0.068,163,7kyo_H0-L0_rigid_capri_ss.tsv
123.635,1.694,1235.17,6.419,0.041,0.024,164,7kyo_H0-L0_rigid_capri_ss.tsv
98.397,-3.499,1132.66,13.376,0.055,0.062,165,7kyo_H0-L0_rigid_capri_ss.tsv
237.455,-3.749,1214.41,1.723,0.137,0.07,166,7kyo_H0-L0_rigid_capri_ss.tsv
158.787,1.806,1285.63,9.897,0.041,0.038,167,7kyo_H0-L0_rigid_capri_ss.tsv
75.847,0.742,1384.68,9.487,0.027,0.026,168,7kyo_H0-L0_rigid_capri_ss.tsv
76.633,1.206,1622.99,12.966,0.041,0.039,169,7kyo_H0-L0_rigid_capri_ss.tsv
120.573,0.975,1406.52,16.739,0.014,0.015,170,7kyo_H0-L0_rigid_capri_ss.tsv
139.595,4.851,1407.62,3.312,0.055,0.032,171,7kyo_H0-L0_rigid_capri_ss.tsv
276.299,2.378,1207.24,4.71,0.041,0.033,172,7kyo_H0-L0_rigid_capri_ss.tsv
248.248,-2.948,1243.3,8.392,0.082,0.056,173,7kyo_H0-L0_rigid_capri_ss.tsv
147.497,0.389,1577.2,0.171,0.027,0.037,174,7kyo_H0-L0_rigid_capri_ss.tsv
132.54,0.23,1406.69,22.963,0.041,0.049,175,7kyo_H0-L0_rigid_capri_ss.tsv
97.025,4.738,1151.44,6.592,0.096,0.058,176,7kyo_H0-L0_rigid_capri_ss.tsv
292.184,-5.447,1231.22,3.859,0.137,0.072,177,7kyo_H0-L0_rigid_capri_ss.tsv
192.778,2.932,1168.08,6.834,0.068,0.036,178,7kyo_H0-L0_rigid_capri_ss.tsv
118.791,-12.926,1348.52,0.397,0.014,0.019,179,7kyo_H0-L0_rigid_capri_ss.tsv
229.294,-10.169,1330.4,6.619,0.082,0.056,180,7kyo_H0-L0_rigid_capri_ss.tsv
147.274,-4.452,1293.07,9.852,0.123,0.077,181,7kyo_H0-L0_rigid_capri_ss.tsv
110.004,1.01,1201.27,10.174,0.0,0.029,182,7kyo_H0-L0_rigid_capri_ss.tsv
169.911,-1.052,1246.26,1.492,0.096,0.06,183,7kyo_H0-L0_rigid_capri_ss.tsv
133.886,-1.216,1166.11,3.811,0.027,0.021,184,7kyo_H0-L0_rigid_capri_ss.tsv
288.28,2.032,1546.69,17.271,0.055,0.047,185,7kyo_H0-L0_rigid_capri_ss.tsv
153.927,-3.899,1216.59,11.621,0.014,0.029,186,7kyo_H0-L0_rigid_capri_ss.tsv
164.262,0.502,1297.81,7.332,0.055,0.035,187,7kyo_H0-L0_rigid_capri_ss.tsv
115.479,-0.346,1053.43,10.732,0.0,0.009,188,7kyo_H0-L0_rigid_capri_ss.tsv
131.109,-5.788,1313.41,18.791,0.014,0.029,189,7kyo_H0-L0_rigid_capri_ss.tsv
143.439,0.484,1302.23,17.391,0.041,0.039,190,7kyo_H0-L0_rigid_capri_ss.tsv
410.395,-2.017,1119.81,-2.338,0.068,0.037,191,7kyo_H0-L0_rigid_capri_ss.tsv
190.29,-2.47,1269.46,12.026,0.068,0.054,192,7kyo_H0-L0_rigid_capri_ss.tsv
156.134,0.137,1004.37,3.024,0.014,0.015,193,7kyo_H0-L0_rigid_capri_ss.tsv
161.013,-10.386,1470.14,8.633,0.0,0.01,194,7kyo_H0-L0_rigid_capri_ss.tsv
174.181,0.326,990.363,3.67,0.014,0.015,195,7kyo_H0-L0_rigid_capri_ss.tsv
209.27,-0.837,997.023,17.653,0.096,0.058,196,7kyo_H0-L0_rigid_capri_ss.tsv
81.463,-1.977,1682.91,-37.029,0.106,0.132,1,7l0l_H0-L0_rigid_capri_ss.tsv
82.22,-1.771,1688.76,-36.728,0.106,0.131,2,7l0l_H0-L0_rigid_capri_ss.tsv
102.045,-1.795,1530.46,-29.597,0.064,0.09,3,7l0l_H0-L0_rigid_capri_ss.tsv
128.618,-2.117,1587.83,-26.542,0.064,0.089,4,7l0l_H0-L0_rigid_capri_ss.tsv
56.025,-2.267,1795.05,-8.681,0.021,0.015,5,7l0l_H0-L0_rigid_capri_ss.tsv
41.45,-1.646,1589.05,-14.006,0.234,0.166,6,7l0l_H0-L0_rigid_capri_ss.tsv
197.957,1.549,1423.58,-29.062,0.085,0.036,7,7l0l_H0-L0_rigid_capri_ss.tsv
151.331,2.858,2176.2,-25.293,0.064,0.029,8,7l0l_H0-L0_rigid_capri_ss.tsv
69.034,-1.591,1686.54,-7.316,0.064,0.029,9,7l0l_H0-L0_rigid_capri_ss.tsv
98.785,-2.484,1595.3,-17.592,0.0,0.043,10,7l0l_H0-L0_rigid_capri_ss.tsv
132.976,1.934,1596.05,-33.589,0.021,0.058,11,7l0l_H0-L0_rigid_capri_ss.tsv
153.761,1.405,1487.48,-25.74,0.085,0.036,12,7l0l_H0-L0_rigid_capri_ss.tsv
91.62,-5.609,1605.9,-10.661,0.128,0.144,13,7l0l_H0-L0_rigid_capri_ss.tsv
77.826,2.312,2074.47,-15.372,0.085,0.041,14,7l0l_H0-L0_rigid_capri_ss.tsv
87.189,2.242,2065.29,-13.069,0.043,0.026,15,7l0l_H0-L0_rigid_capri_ss.tsv
89.682,-0.891,1635.91,-7.838,0.021,0.014,16,7l0l_H0-L0_rigid_capri_ss.tsv
253.563,-1.428,2070.86,-17.095,0.17,0.099,17,7l0l_H0-L0_rigid_capri_ss.tsv
78.026,2.224,2058.84,-10.09,0.043,0.026,18,7l0l_H0-L0_rigid_capri_ss.tsv
163.167,-1.529,1722.12,-16.373,0.213,0.097,19,7l0l_H0-L0_rigid_capri_ss.tsv
143.574,1.155,2036.71,-23.658,0.085,0.036,20,7l0l_H0-L0_rigid_capri_ss.tsv
172.817,0.362,1958.87,-17.804,0.021,0.071,21,7l0l_H0-L0_rigid_capri_ss.tsv
175.555,0.898,1339.98,-20.368,0.128,0.058,22,7l0l_H0-L0_rigid_capri_ss.tsv
224.905,-1.577,1528.64,-17.642,0.021,0.018,23,7l0l_H0-L0_rigid_capri_ss.tsv
93.244,-1.369,1746.91,-7.163,0.064,0.032,24,7l0l_H0-L0_rigid_capri_ss.tsv
116.479,-3.804,1458.61,-15.455,0.043,0.024,25,7l0l_H0-L0_rigid_capri_ss.tsv
110.768,0.977,1511.48,-17.323,0.213,0.112,26,7l0l_H0-L0_rigid_capri_ss.tsv
69.118,2.383,2087.18,-8.107,0.064,0.033,27,7l0l_H0-L0_rigid_capri_ss.tsv
112.04,-0.789,1836.14,-22.92,0.128,0.071,28,7l0l_H0-L0_rigid_capri_ss.tsv
103.081,-5.45,1234.26,-13.867,0.0,0.015,29,7l0l_H0-L0_rigid_capri_ss.tsv
64.615,0.032,1902.82,-15.332,0.043,0.025,30,7l0l_H0-L0_rigid_capri_ss.tsv
73.13,-2.612,1789.63,-13.413,0.17,0.128,31,7l0l_H0-L0_rigid_capri_ss.tsv
178.935,-1.851,1672.58,-16.96,0.213,0.097,32,7l0l_H0-L0_rigid_capri_ss.tsv
91.771,-1.55,1655.34,-8.15,0.021,0.014,33,7l0l_H0-L0_rigid_capri_ss.tsv
61.033,-0.94,1318.63,-4.651,0.128,0.077,34,7l0l_H0-L0_rigid_capri_ss.tsv
204.429,-2.627,1274.61,-9.258,0.064,0.031,35,7l0l_H0-L0_rigid_capri_ss.tsv
35.819,0.274,1717.04,3.665,0.0,0.007,36,7l0l_H0-L0_rigid_capri_ss.tsv
154.503,-0.027,1924.98,-18.363,0.021,0.072,37,7l0l_H0-L0_rigid_capri_ss.tsv
80.791,-3.108,1367.83,-10.565,0.0,0.009,38,7l0l_H0-L0_rigid_capri_ss.tsv
67.62,-2.107,1533.43,-2.492,0.085,0.04,39,7l0l_H0-L0_rigid_capri_ss.tsv
89.947,0.642,1380.67,-7.797,0.0,0.009,40,7l0l_H0-L0_rigid_capri_ss.tsv
92.246,-1.524,1282.82,0.881,0.085,0.046,41,7l0l_H0-L0_rigid_capri_ss.tsv
129.177,1.973,1296.87,-22.236,0.191,0.15,42,7l0l_H0-L0_rigid_capri_ss.tsv
174.797,-2.875,2098.85,-8.93,0.128,0.05,43,7l0l_H0-L0_rigid_capri_ss.tsv
79.305,-4.36,1579.39,3.287,0.128,0.127,44,7l0l_H0-L0_rigid_capri_ss.tsv
95.366,0.978,1723.84,-8.186,0.106,0.046,45,7l0l_H0-L0_rigid_capri_ss.tsv
164.182,-1.323,1340.32,-28.744,0.043,0.021,46,7l0l_H0-L0_rigid_capri_ss.tsv
96.694,4.677,1334.61,-10.815,0.064,0.029,47,7l0l_H0-L0_rigid_capri_ss.tsv
91.448,2.497,2101.42,-9.1,0.043,0.026,48,7l0l_H0-L0_rigid_capri_ss.tsv
53.037,-1.176,1314.36,-2.289,0.0,0.007,49,7l0l_H0-L0_rigid_capri_ss.tsv
97.07,3.558,1283.82,-11.129,0.043,0.024,50,7l0l_H0-L0_rigid_capri_ss.tsv
83.532,-2.013,1859.47,-5.07,0.064,0.038,51,7l0l_H0-L0_rigid_capri_ss.tsv
140.778,3.253,1580.17,-15.088,0.106,0.042,52,7l0l_H0-L0_rigid_capri_ss.tsv
93.471,-0.931,1238.94,-3.995,0.085,0.055,53,7l0l_H0-L0_rigid_capri_ss.tsv
98.555,-1.0,1402.28,-0.596,0.043,0.021,54,7l0l_H0-L0_rigid_capri_ss.tsv
149.301,3.451,1824.02,-15.136,0.0,0.012,55,7l0l_H0-L0_rigid_capri_ss.tsv
207.596,0.478,1394.32,-19.503,0.021,0.032,56,7l0l_H0-L0_rigid_capri_ss.tsv
125.468,1.805,1769.68,-8.7,0.021,0.09,57,7l0l_H0-L0_rigid_capri_ss.tsv
127.803,-0.663,1206.61,-21.562,0.064,0.031,58,7l0l_H0-L0_rigid_capri_ss.tsv
129.145,0.982,1564.16,-16.665,0.213,0.112,59,7l0l_H0-L0_rigid_capri_ss.tsv
99.657,2.005,1399.07,-16.175,0.021,0.018,60,7l0l_H0-L0_rigid_capri_ss.tsv
88.274,-0.717,2126.12,-7.062,0.043,0.028,61,7l0l_H0-L0_rigid_capri_ss.tsv
181.558,2.279,1257.26,-15.323,0.043,0.02,62,7l0l_H0-L0_rigid_capri_ss.tsv
191.281,-1.654,1719.91,-16.038,0.213,0.097,63,7l0l_H0-L0_rigid_capri_ss.tsv
137.629,-6.279,1474.99,-4.21,0.021,0.013,64,7l0l_H0-L0_rigid_capri_ss.tsv
83.593,1.221,1362.44,-4.173,0.0,0.006,65,7l0l_H0-L0_rigid_capri_ss.tsv
104.001,-3.344,1635.79,3.601,0.021,0.037,66,7l0l_H0-L0_rigid_capri_ss.tsv
97.99,2.575,1708.88,-14.474,0.021,0.042,67,7l0l_H0-L0_rigid_capri_ss.tsv
76.758,1.601,1293.44,-15.939,0.064,0.052,68,7l0l_H0-L0_rigid_capri_ss.tsv
320.989,-0.641,1471.7,1.289,0.0,0.017,69,7l0l_H0-L0_rigid_capri_ss.tsv
101.266,-1.563,2060.39,-9.647,0.064,0.03,70,7l0l_H0-L0_rigid_capri_ss.tsv
92.416,-0.616,1952.03,-2.706,0.0,0.009,71,7l0l_H0-L0_rigid_capri_ss.tsv
64.778,-2.317,1678.73,1.545,0.085,0.036,72,7l0l_H0-L0_rigid_capri_ss.tsv
134.451,-1.007,1179.65,-17.004,0.043,0.039,73,7l0l_H0-L0_rigid_capri_ss.tsv
77.864,-7.02,1366.0,7.254,0.021,0.013,74,7l0l_H0-L0_rigid_capri_ss.tsv
126.86,1.168,1838.4,-14.861,0.064,0.029,75,7l0l_H0-L0_rigid_capri_ss.tsv
92.733,-4.544,1558.9,1.592,0.128,0.126,76,7l0l_H0-L0_rigid_capri_ss.tsv
155.533,-4.246,1383.14,-8.823,0.043,0.026,77,7l0l_H0-L0_rigid_capri_ss.tsv
63.588,-2.826,1455.41,0.248,0.128,0.054,78,7l0l_H0-L0_rigid_capri_ss.tsv
194.744,1.153,1543.04,-22.43,0.021,0.105,79,7l0l_H0-L0_rigid_capri_ss.tsv
88.39,-5.375,1542.02,-2.158,0.0,0.006,80,7l0l_H0-L0_rigid_capri_ss.tsv
110.063,-2.106,1611.56,-4.201,0.043,0.02,81,7l0l_H0-L0_rigid_capri_ss.tsv
136.136,0.527,1396.6,-10.886,0.064,0.028,82,7l0l_H0-L0_rigid_capri_ss.tsv
144.345,-1.465,1695.26,-20.544,0.064,0.036,83,7l0l_H0-L0_rigid_capri_ss.tsv
111.607,-1.748,1688.46,-7.891,0.021,0.014,84,7l0l_H0-L0_rigid_capri_ss.tsv
196.187,1.337,1200.38,-20.291,0.064,0.067,85,7l0l_H0-L0_rigid_capri_ss.tsv
94.556,-1.014,1405.58,1.135,0.043,0.021,86,7l0l_H0-L0_rigid_capri_ss.tsv
105.372,-1.595,1720.86,-5.435,0.021,0.03,87,7l0l_H0-L0_rigid_capri_ss.tsv
138.783,-3.503,1803.32,-4.452,0.0,0.026,88,7l0l_H0-L0_rigid_capri_ss.tsv
130.44,0.108,1471.42,-6.862,0.0,0.014,89,7l0l_H0-L0_rigid_capri_ss.tsv
